customer_id,locality_id,customer_segment,age_group,preferred_cuisine,order_frequency,order_weight,order_probability
C01330,7,Working Professional,36-45,Chinese,Occasional,1,0.00011160714285714285
C01331,7,Family,26-35,Biryani,Regular,2,0.0002232142857142857
C01332,8,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01333,1,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C01334,4,Student,26-35,North Indian,Frequent,4,0.0004464285714285714
C01335,6,Student,26-35,Chinese,Frequent,4,0.0004464285714285714
C01336,9,Young Professional,26-35,Biryani,Regular,2,0.0002232142857142857
C01337,2,Working Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C01338,1,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C01339,10,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C01340,2,Student,56+,Chinese,Occasional,1,0.00011160714285714285
C01341,7,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C01342,3,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C01343,10,Family,26-35,Pizza,Frequent,4,0.0004464285714285714
C01344,2,Young Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C01345,7,Family,56+,South Indian,Regular,2,0.0002232142857142857
C01346,2,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01347,3,Family,36-45,North Indian,Occasional,1,0.00011160714285714285
C01348,7,Young Professional,56+,Desserts,Occasional,1,0.00011160714285714285
C01349,4,Family,46-55,Desserts,Frequent,4,0.0004464285714285714
C01350,1,Student,18-25,Cafe,Occasional,1,0.00011160714285714285
C01351,5,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C01352,9,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C01353,8,Family,26-35,South Indian,Occasional,1,0.00011160714285714285
C01354,9,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C01355,10,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C01356,9,Young Professional,36-45,Momos,Frequent,4,0.0004464285714285714
C01357,7,Student,26-35,Pizza,Frequent,4,0.0004464285714285714
C01358,4,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C01359,5,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01360,1,Student,36-45,North Indian,Regular,2,0.0002232142857142857
C01361,1,Student,36-45,Chinese,Frequent,4,0.0004464285714285714
C01362,3,Student,18-25,Desserts,Occasional,1,0.00011160714285714285
C01363,8,Young Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C01364,2,Student,26-35,Cafe,Regular,2,0.0002232142857142857
C01365,4,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C01366,2,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C01367,5,Student,26-35,Biryani,Regular,2,0.0002232142857142857
C01368,9,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C01369,1,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C01370,5,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C01371,9,Young Professional,26-35,Burgers,Frequent,4,0.0004464285714285714
C01372,1,Young Professional,36-45,Momos,Occasional,1,0.00011160714285714285
C01373,9,Student,18-25,North Indian,Frequent,4,0.0004464285714285714
C01374,8,Young Professional,56+,North Indian,Occasional,1,0.00011160714285714285
C01375,4,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01376,10,Student,18-25,Chinese,Frequent,4,0.0004464285714285714
C01377,5,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C01378,5,Working Professional,26-35,Chinese,Regular,2,0.0002232142857142857
C01379,6,Working Professional,26-35,Burgers,Occasional,1,0.00011160714285714285
C01380,7,Family,18-25,North Indian,Regular,2,0.0002232142857142857
C01381,8,Working Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C01382,8,Family,36-45,Pizza,Occasional,1,0.00011160714285714285
C01383,2,Student,18-25,Burgers,Frequent,4,0.0004464285714285714
C01384,9,Family,46-55,Desserts,Occasional,1,0.00011160714285714285
C01385,7,Student,36-45,Momos,Regular,2,0.0002232142857142857
C01386,4,Student,26-35,Pizza,Occasional,1,0.00011160714285714285
C01387,4,Student,26-35,Pizza,Regular,2,0.0002232142857142857
C01388,8,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C01389,4,Working Professional,36-45,Healthy,Frequent,4,0.0004464285714285714
C01390,6,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C01391,5,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C01392,3,Family,26-35,Pizza,Occasional,1,0.00011160714285714285
C01393,10,Family,18-25,North Indian,Occasional,1,0.00011160714285714285
C01394,2,Young Professional,26-35,Cafe,Regular,2,0.0002232142857142857
C01395,9,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C01396,10,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C01397,9,Young Professional,46-55,Pizza,Occasional,1,0.00011160714285714285
C01398,1,Family,46-55,North Indian,Occasional,1,0.00011160714285714285
C01399,10,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01400,3,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01401,8,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01402,6,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01403,5,Family,18-25,Chinese,Occasional,1,0.00011160714285714285
C01404,5,Student,56+,Biryani,Regular,2,0.0002232142857142857
C01405,6,Working Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C01406,7,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01407,1,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01408,9,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C01409,3,Young Professional,36-45,Burgers,Regular,2,0.0002232142857142857
C01410,4,Working Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C01411,10,Young Professional,18-25,Burgers,Occasional,1,0.00011160714285714285
C01412,1,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01413,10,Student,46-55,Chinese,Occasional,1,0.00011160714285714285
C01414,3,Student,26-35,Cafe,Occasional,1,0.00011160714285714285
C01415,2,Student,56+,Momos,Regular,2,0.0002232142857142857
C01416,2,Student,18-25,Pizza,Frequent,4,0.0004464285714285714
C01417,1,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C01418,8,Young Professional,18-25,Chinese,Occasional,1,0.00011160714285714285
C01419,3,Student,26-35,Desserts,Occasional,1,0.00011160714285714285
C01420,3,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C01421,6,Student,18-25,Biryani,Occasional,1,0.00011160714285714285
C01422,8,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01423,9,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C01424,9,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C01425,4,Family,26-35,Biryani,Frequent,4,0.0004464285714285714
C01426,5,Working Professional,36-45,Biryani,Frequent,4,0.0004464285714285714
C01427,2,Family,18-25,Pizza,Occasional,1,0.00011160714285714285
C01428,9,Working Professional,18-25,Healthy,Frequent,4,0.0004464285714285714
C01429,8,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C01430,3,Family,36-45,South Indian,Frequent,4,0.0004464285714285714
C01431,9,Working Professional,46-55,Momos,Occasional,1,0.00011160714285714285
C01432,3,Student,26-35,Momos,Regular,2,0.0002232142857142857
C01433,9,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C01434,2,Working Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C01435,10,Working Professional,56+,Biryani,Occasional,1,0.00011160714285714285
C01436,9,Student,36-45,South Indian,Occasional,1,0.00011160714285714285
C01437,8,Working Professional,56+,North Indian,Occasional,1,0.00011160714285714285
C01438,9,Young Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C01439,5,Student,36-45,Cafe,Occasional,1,0.00011160714285714285
C01440,2,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01441,8,Family,26-35,Chinese,Frequent,4,0.0004464285714285714
C01442,6,Young Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C01443,8,Working Professional,36-45,North Indian,Regular,2,0.0002232142857142857
C01444,5,Working Professional,46-55,North Indian,Occasional,1,0.00011160714285714285
C01445,10,Young Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C01446,2,Family,26-35,North Indian,Occasional,1,0.00011160714285714285
C01447,6,Student,18-25,Chinese,Regular,2,0.0002232142857142857
C01448,5,Student,18-25,Biryani,Regular,2,0.0002232142857142857
C01449,5,Working Professional,18-25,Chinese,Frequent,4,0.0004464285714285714
C01450,1,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01451,2,Student,46-55,North Indian,Occasional,1,0.00011160714285714285
C01452,8,Young Professional,18-25,Momos,Regular,2,0.0002232142857142857
C01453,3,Student,18-25,North Indian,Frequent,4,0.0004464285714285714
C01454,10,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C01455,3,Student,18-25,Desserts,Occasional,1,0.00011160714285714285
C01456,8,Family,46-55,Burgers,Frequent,4,0.0004464285714285714
C01457,8,Family,26-35,Cafe,Regular,2,0.0002232142857142857
C01458,2,Student,18-25,Cafe,Regular,2,0.0002232142857142857
C01459,8,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C01460,1,Student,18-25,South Indian,Regular,2,0.0002232142857142857
C01461,6,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C01462,8,Young Professional,18-25,Momos,Regular,2,0.0002232142857142857
C01463,3,Working Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C01464,8,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C01465,1,Working Professional,18-25,Cafe,Frequent,4,0.0004464285714285714
C01466,9,Family,18-25,Desserts,Occasional,1,0.00011160714285714285
C01467,9,Working Professional,26-35,Healthy,Frequent,4,0.0004464285714285714
C01468,5,Student,36-45,Chinese,Occasional,1,0.00011160714285714285
C01469,10,Working Professional,46-55,North Indian,Frequent,4,0.0004464285714285714
C01470,4,Student,18-25,Cafe,Regular,2,0.0002232142857142857
C01471,6,Family,18-25,Biryani,Regular,2,0.0002232142857142857
C01472,7,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C01473,5,Family,26-35,South Indian,Frequent,4,0.0004464285714285714
C01474,10,Student,26-35,North Indian,Occasional,1,0.00011160714285714285
C01475,9,Student,46-55,Biryani,Occasional,1,0.00011160714285714285
C01476,3,Family,36-45,Desserts,Regular,2,0.0002232142857142857
C01477,7,Young Professional,18-25,Chinese,Regular,2,0.0002232142857142857
C01478,10,Family,26-35,Chinese,Regular,2,0.0002232142857142857
C01479,10,Student,46-55,Momos,Regular,2,0.0002232142857142857
C01480,5,Student,26-35,Biryani,Occasional,1,0.00011160714285714285
C01481,7,Young Professional,26-35,Healthy,Regular,2,0.0002232142857142857
C01482,2,Working Professional,56+,Pizza,Occasional,1,0.00011160714285714285
C01483,4,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C01484,2,Young Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C01485,7,Young Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C01486,2,Young Professional,26-35,Pizza,Occasional,1,0.00011160714285714285
C01487,1,Young Professional,18-25,Cafe,Occasional,1,0.00011160714285714285
C01488,9,Young Professional,26-35,Momos,Regular,2,0.0002232142857142857
C01489,1,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01490,8,Student,46-55,Burgers,Occasional,1,0.00011160714285714285
C01491,2,Working Professional,36-45,Biryani,Occasional,1,0.00011160714285714285
C01492,8,Working Professional,26-35,North Indian,Occasional,1,0.00011160714285714285
C01493,3,Working Professional,18-25,South Indian,Occasional,1,0.00011160714285714285
C01494,6,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C01495,3,Working Professional,36-45,Biryani,Regular,2,0.0002232142857142857
C01496,7,Working Professional,26-35,South Indian,Regular,2,0.0002232142857142857
C01497,10,Student,36-45,Biryani,Regular,2,0.0002232142857142857
C01498,9,Student,26-35,Chinese,Occasional,1,0.00011160714285714285
C01499,2,Working Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C01500,5,Family,36-45,Biryani,Frequent,4,0.0004464285714285714
C01501,6,Student,26-35,Chinese,Regular,2,0.0002232142857142857
C01502,4,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01503,4,Family,36-45,Momos,Occasional,1,0.00011160714285714285
C01504,4,Working Professional,18-25,Biryani,Occasional,1,0.00011160714285714285
C01505,2,Student,18-25,Momos,Occasional,1,0.00011160714285714285
C01506,4,Working Professional,26-35,Healthy,Occasional,1,0.00011160714285714285
C01507,1,Student,18-25,North Indian,Regular,2,0.0002232142857142857
C01508,6,Young Professional,36-45,North Indian,Regular,2,0.0002232142857142857
C01509,1,Student,36-45,Pizza,Regular,2,0.0002232142857142857
C01510,10,Family,46-55,Pizza,Regular,2,0.0002232142857142857
C01511,6,Student,26-35,Momos,Regular,2,0.0002232142857142857
C01512,1,Working Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C01513,6,Working Professional,18-25,North Indian,Frequent,4,0.0004464285714285714
C01514,10,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C01515,8,Working Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C01516,2,Student,36-45,Pizza,Occasional,1,0.00011160714285714285
C01517,2,Working Professional,36-45,Desserts,Regular,2,0.0002232142857142857
C01518,4,Family,26-35,North Indian,Frequent,4,0.0004464285714285714
C01519,3,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01520,4,Young Professional,26-35,Pizza,Frequent,4,0.0004464285714285714
C01521,7,Family,46-55,North Indian,Occasional,1,0.00011160714285714285
C01522,1,Working Professional,18-25,Momos,Frequent,4,0.0004464285714285714
C01523,6,Student,46-55,Momos,Occasional,1,0.00011160714285714285
C01524,3,Working Professional,26-35,Desserts,Occasional,1,0.00011160714285714285
C01525,10,Family,56+,Chinese,Occasional,1,0.00011160714285714285
C01526,7,Student,18-25,Chinese,Occasional,1,0.00011160714285714285
C01527,10,Young Professional,18-25,Healthy,Occasional,1,0.00011160714285714285
C01528,2,Student,36-45,Biryani,Occasional,1,0.00011160714285714285
C01529,2,Young Professional,46-55,Pizza,Regular,2,0.0002232142857142857
C01530,4,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01531,1,Young Professional,36-45,Cafe,Occasional,1,0.00011160714285714285
C01532,3,Working Professional,46-55,Biryani,Regular,2,0.0002232142857142857
C01533,9,Student,18-25,Pizza,Regular,2,0.0002232142857142857
C01534,7,Student,26-35,Burgers,Occasional,1,0.00011160714285714285
C01535,7,Working Professional,46-55,Cafe,Occasional,1,0.00011160714285714285
C01536,4,Young Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01537,2,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01538,4,Student,36-45,Desserts,Regular,2,0.0002232142857142857
C01539,6,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01540,3,Working Professional,18-25,Pizza,Regular,2,0.0002232142857142857
C01541,1,Working Professional,56+,Cafe,Regular,2,0.0002232142857142857
C01542,8,Family,26-35,Biryani,Occasional,1,0.00011160714285714285
C01543,5,Student,36-45,Chinese,Regular,2,0.0002232142857142857
C01544,5,Young Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C01545,4,Working Professional,18-25,Biryani,Frequent,4,0.0004464285714285714
C01546,6,Student,18-25,Pizza,Occasional,1,0.00011160714285714285
C01547,3,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C01548,9,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C01549,5,Working Professional,36-45,Pizza,Occasional,1,0.00011160714285714285
C01550,3,Family,26-35,South Indian,Regular,2,0.0002232142857142857
C01551,1,Student,26-35,Momos,Frequent,4,0.0004464285714285714
C01552,10,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C01553,6,Young Professional,26-35,Pizza,Regular,2,0.0002232142857142857
C01554,2,Student,26-35,Chinese,Frequent,4,0.0004464285714285714
C01555,3,Working Professional,26-35,Biryani,Occasional,1,0.00011160714285714285
C01556,1,Young Professional,18-25,Momos,Occasional,1,0.00011160714285714285
C01557,9,Young Professional,26-35,Burgers,Regular,2,0.0002232142857142857
C01558,8,Working Professional,18-25,North Indian,Occasional,1,0.00011160714285714285
C01559,2,Working Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01560,8,Working Professional,36-45,Healthy,Frequent,4,0.0004464285714285714
C01561,9,Young Professional,18-25,Pizza,Occasional,1,0.00011160714285714285
C01562,1,Young Professional,26-35,Momos,Occasional,1,0.00011160714285714285
C01563,5,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01564,8,Working Professional,18-25,Desserts,Occasional,1,0.00011160714285714285
C01565,2,Working Professional,18-25,Cafe,Regular,2,0.0002232142857142857
C01566,4,Family,46-55,South Indian,Occasional,1,0.00011160714285714285
C01567,7,Family,26-35,North Indian,Regular,2,0.0002232142857142857
C01568,3,Family,56+,Chinese,Occasional,1,0.00011160714285714285
C01569,5,Young Professional,26-35,North Indian,Regular,2,0.0002232142857142857
C01570,8,Student,26-35,Momos,Occasional,1,0.00011160714285714285
C01571,10,Student,26-35,Burgers,Regular,2,0.0002232142857142857
C01572,3,Working Professional,26-35,Chinese,Occasional,1,0.00011160714285714285
C01573,4,Working Professional,18-25,Healthy,Regular,2,0.0002232142857142857
C01574,9,Student,26-35,Momos,Frequent,4,0.0004464285714285714
